"ID","Text","Retweets","Likes","Dato","Link","Formatteret_Date","Hashtags"
"1256573581657604096","96% Approval Rating in the Republican Party. Thank you! Also, just out, highest ever Approval Rating overall in the new Gallup Poll, and shows “Trump beating Sleepy Joe Biden.”","37345","209300","2020-05-02 13:17:42+00:00","https://twitter.com/realDonaldTrump/status/1256573581657604096","Sat May 02 1:17:42 PM +0000 2020",""

"1256570859935932416","There is tremendous CoronaVirus testing capacity in Washington for the Senators returning to Capital Hill on Monday. Likewise the House, which should return but isn’t because of Crazy Nancy P. The 5 minute Abbott Test will be used. Please inform Dr. Brian P. Monahan. @MarkMeadows","19666","76169","2020-05-02 13:06:53+00:00","https://twitter.com/realDonaldTrump/status/1256570859935932416","Sat May 02 1:06:53 PM +0000 2020",""

"1256428766110404608","","13459","51546","2020-05-02 03:42:15+00:00","https://twitter.com/realDonaldTrump/status/1256428766110404608","Sat May 02 3:42:15 AM +0000 2020",""

"1256366878873792512","Don’t allow RIGGED ELECTIONS!","38558","122869","2020-05-01 23:36:20+00:00","https://twitter.com/realDonaldTrump/status/1256366878873792512","Fri May 01 11:36:20 PM +0000 2020",""

"1256355830917726211","","10564","40917","2020-05-01 22:52:26+00:00","https://twitter.com/realDonaldTrump/status/1256355830917726211","Fri May 01 10:52:26 PM +0000 2020",""

"1256355575576834052","","10095","41830","2020-05-01 22:51:25+00:00","https://twitter.com/realDonaldTrump/status/1256355575576834052","Fri May 01 10:51:25 PM +0000 2020",""

"1256323537939230720","","21938","88273","2020-05-01 20:44:07+00:00","https://twitter.com/realDonaldTrump/status/1256323537939230720","Fri May 01 8:44:07 PM +0000 2020",""

"1256313938247127041","....Together we will Fight for Small Businesses and Protect American Energy workers! Shelley has my Complete and Total Endorsement!","6345","25062","2020-05-01 20:05:58+00:00","https://twitter.com/realDonaldTrump/status/1256313938247127041","Fri May 01 8:05:58 PM +0000 2020",""

"1256313936980226048","Senator Shelley Moore Capito (@CapitoforWV) is doing a tremendous job for the great people of West Virginia! She strongly defends our Second Amendment, Supports our Veterans and is Strong on Life and the Border....","11520","49302","2020-05-01 20:05:58+00:00","https://twitter.com/realDonaldTrump/status/1256313936980226048","Fri May 01 8:05:58 PM +0000 2020",""

"1256243856166850560","Concast (@NBCNews) and Fake News @CNN are going out of their way to say GREAT things about China. They are Chinese puppets who want to do business there. They use USA airwaves to help China. The Enemy of the People!","45811","164483","2020-05-01 15:27:29+00:00","https://twitter.com/realDonaldTrump/status/1256243856166850560","Fri May 01 3:27:29 PM +0000 2020",""

"1256202305680158720","The Governor of Michigan should give a little, and put out the fire. These are very good people, but they are angry. They want their lives back again, safely! See them, talk to them, make a deal.","40777","210204","2020-05-01 12:42:23+00:00","https://twitter.com/realDonaldTrump/status/1256202305680158720","Fri May 01 12:42:23 PM +0000 2020",""

"1256195312965877760","Cryin Chuck Schumer, compared to what other Senators have brought home to their states, has brought very little back to N.Y. A totally overrated loser, the one thing he has given them is SALT. He never even called me to stop it. No wonder Cuomo & most others can’t stand him. AOC!","21104","90607","2020-05-01 12:14:36+00:00","https://twitter.com/realDonaldTrump/status/1256195312965877760","Fri May 01 12:14:36 PM +0000 2020",""

"1256193615724007425","Cryin’ Chuck Schumer was on a late night show using a false talking point over & over again. “We don’t have enough testing ,” he would repeat, when he knows we have done a great job on Testing, just like we have on Ventilators and everything else. He lied, gave NY SALT. Run AOC!","25381","110060","2020-05-01 12:07:51+00:00","https://twitter.com/realDonaldTrump/status/1256193615724007425","Fri May 01 12:07:51 PM +0000 2020",""

